datetime	t	rh	u	vw_dir	p
20130404T120000	-22.48	84	6.44	313.6	0
20130404T130000	-22.16	84.7	6.22	311.05	0
20130404T140000	-22.06	85.5	6.34	309.35	0
20130404T150000	-21.84	85.15	7.43	311	0
20130404T160000	-22.16	85.55	6.76	318.05	0
20130404T170000	-22.44	85.25	6.25	325.2	0
20130404T180000	-22.92	84.95	5.78	325.3	0
20130404T190000	-23.54	85.9	4.69	320.5	0.25
20130404T200000	-24.16	86.7	4.85	325.3	0
20130404T210000	-25.57	85.95	4.27	314.2	0
20130404T220000	-26.08	85.8	4.08	301.2	0
20130404T230000	-26.62	85.4	4.54	298.9	0.27
20130405T000000	-27.05	84.9	5.22	303.75	0
20130405T010000	-26.97	85	5.37	310.4	0
20130405T020000	-27.74	84.05	4.29	313.85	0
20130405T030000	-27.8	84.2	4.07	313.7	0
20130405T040000	-28.01	83.9	4.76	324.5	0
20130405T050000	-28.98	82.75	4.99	319.95	0
20130405T060000	-29.05	82.95	5.21	317.2	0
20130405T070000	-28.3	83.4	3.5	319.4	0
20130405T080000	-28.66	80.25	2.88	332	0
20130405T090000	-28.66	76.45	2.88	328.35	0
20130405T100000	-26.6	75.55	2.85	330.45	0
20130405T110000	-26.37	72.75	1.42	281.9	0
20130405T120000	-25.23	74.6	2.92	312.15	0
20130405T130000	-24.24	75.15	3.21	325.5	0
20130405T140000	-23.47	74.95	2.82	349.6	0
20130405T150000	-22.95	73.65	2.56	19.14	0
20130405T160000	-23.99	74.6	3.38	15.79	0
20130405T170000	-24	74.85	2.56	7.98	0
20130405T180000	-24.6	75.2	2.41	181.13	0
20130405T190000	-26.45	75.9	2.75	178.77	0
20130405T200000	-29	77.85	2.9	343.2	0
20130405T210000	-30.98	79.8	2.79	326.4	0
20130405T220000	-31.83	81.35	2.27	301.5	0
20130405T230000	-32.31	80.9	2.16	295.3	0
20130406T000000	-32.22	81.7	2.04	277.3	0
20130406T010000	-32.3	80.65	1.99	279.2	0
20130406T020000	-32.72	79.65	1.81	295	0
20130406T030000	-33.97	77.6	2.19	312.85	0
20130406T040000	-34.17	77.55	2.26	317.7	0
20130406T050000	-34.56	76.65	2.25	317.05	0
20130406T060000	-33.92	77.6	2.5	334.75	0
20130406T070000	-32.86	78.05	2.63	356.8	0
20130406T080000	-32.59	75.35	1.71	328.85	0
20130406T090000	-30.31	75.7	1.62	349.5	0
20130406T100000	-28.52	75.8	1.67	345.1	0
20130406T110000	-27.3	75	1.77	179.95	0
20130406T120000	-26.2	74.4	2.54	181.81	0
20130406T130000	-24.71	73.1	2.75	15.11	0
20130406T140000	-22.2	73.65	1.73	358.2	0
20130406T150000	-21.38	72.15	1.77	326.75	0
20130406T160000	-22.16	72.45	2.41	315.8	0
20130406T170000	-23.02	74.75	2.83	312.4	0
20130406T180000	-24.16	76.1	3.4	305.2	0
20130406T190000	-25.38	77.95	3.67	293.95	0
20130406T200000	-26.15	79.95	4.16	295.9	0
20130406T210000	-27.22	82.55	3.1	299.3	0
20130406T220000	-28.24	84.3	3.1	299.1	0
20130406T230000	-27.4	86.05	3.13	284.6	0
20130407T000000	-26.73	86.6	2.52	274.2	0
20130407T010000	-27.84	85.5	2.36	267.25	0
20130407T020000	-28.13	85.1	2.07	270.35	0
20130407T030000	-28.67	84.15	1.81	270.55	0
20130407T040000	-29.57	83.3	2.04	274.1	0
20130407T050000	-28.05	84.4	1.07	324.4	0
20130407T060000	-28.8	83.55	0.41	259.35	0
20130407T070000	-28.93	82.35	1.05	272.25	0
20130407T080000	-27.09	79.3	0.45	288.6	0
20130407T090000	-26.02	76.2	0.32	265.15	0
20130407T100000	-25.27	74.25	0.79	263.35	0
20130407T110000	-21.66	72.8	0.81	282.4	0
20130407T120000	-20.86	73.5	0.73	184.35	0
20130407T130000	-17.93	72.25	0.53	59.61	0
20130407T140000	-19.12	69.96	0.57	125.95	0
20130407T150000	-15.66	69.5	1.11	17.08	0
20130407T160000	-16.6	70.47	1.56	340.1	0
20130407T170000	-18.26	70.37	1.81	30.56	0
20130407T180000	-18.68	73.6	1.63	188.29	0
20130407T190000	-21.06	75.5	2.46	350.1	0
20130407T200000	-23.3	79.85	2.29	337.35	0
20130407T210000	-24.39	83.9	2.73	323.8	0
20130407T220000	-24.44	87.15	1.88	317.25	0
20130407T230000	-23.99	87.5	1.46	290.8	0
20130408T000000	-23.98	87.4	1.94	312.55	0
20130408T010000	-24.98	86.1	2.01	325.4	0
20130408T020000	-23.84	88.4	2.4	298.35	0
20130408T030000	-23.07	88.55	4.38	318.15	0
20130408T040000	-22.29	89.8	4.82	316.1	0
20130408T050000	-21.02	91.15	5.22	305.35	0
20130408T060000	-21.59	90.05	6.71	300	0
20130408T070000	-21.29	90.65	6.62	311.6	0
20130408T080000	-20.88	89.4	5.17	310.75	0
20130408T090000	-21.3	87.3	4.83	304.85	0
20130408T100000	-21.2	82.7	5.03	307.7	0
20130408T110000	-19.33	79.65	5.18	324.5	0
20130408T120000	-20.59	79.75	7.67	336.1	0
20130408T130000	-20.39	79.8	7.39	332.1	0
20130408T140000	-21.09	81.45	8.16	334.4	0
20130408T150000	-21.16	81.6	7.27	336.2	0
20130408T160000	-21.25	82.5	6.81	334.45	0
20130408T170000	-21.24	83.75	5.96	336.15	0
20130408T180000	-21.54	84.85	5.17	349.25	0
20130408T190000	-22.35	85.85	5.49	353.8	0
20130408T200000	-23.08	86.85	5.67	352.65	0
20130408T210000	-23.39	87.75	5.82	354.45	0
20130408T220000	-23.27	88.2	5.37	178.79	0
20130408T230000	-23.2	88.35	4.76	178.89	0
20130409T000000	-23.19	88.4	5.29	178.6	0
20130409T010000	-23.97	87.65	4.64	2.12	0
20130409T020000	-24.49	87.7	3.88	354.7	0
20130409T030000	-23.59	88.7	4.16	356.6	0
20130409T040000	-23.84	88.3	4.07	347.2	0
20130409T050000	-24.23	88.2	5.01	347.85	0
20130409T060000	-24.11	88.15	5.67	341.45	0
20130409T070000	-23.7	88.4	6.04	343.65	0
20130409T080000	-23.32	88.5	7.19	331.25	0
20130409T090000	-22.49	88.65	7.62	330.65	0
20130409T100000	-21.85	88.75	8.38	328.9	0
20130409T110000	-21.13	88.65	7.84	326.6	0
20130409T120000	-20.24	88.9	8.1	334.9	0
20130409T130000	-20	90.05	9	322.8	0
20130409T140000	-19.07	91	7.6	323.8	0
20130409T150000	-18.15	91.5	7.9	321.2	0
20130409T160000	-18.07	92.35	8.12	312.35	0
20130409T170000	-17.64	93.3	7.77	312.5	0
20130409T180000	-17.66	93.6	7.95	302.15	0
20130409T190000	-17.75	94.05	8.91	306.6	0
20130409T200000	-17.82	94.4	8.4	302.7	0
20130409T210000	-18.05	94.55	7.97	297.35	0
20130409T220000	-18.43	94.1	9.15	289.45	0
20130409T230000	-18.47	94.4	10.17	302.6	0
20130410T000000	-18.25	94.65	10.14	307.35	0
20130410T010000	-18.14	94.65	10.53	310.05	0
20130410T020000	-18.12	94.7	10.27	306.15	0
20130410T030000	-18.38	94.45	10.26	300.45	0
20130410T040000	-18.59	94.2	11.5	301.8	1.22
20130410T050000	-18.82	93.95	11.25	298.5	0
20130410T060000	-19.16	93.6	11.23	293.75	0.9
20130410T070000	-19.27	93.45	11.25	291.4	0
20130410T080000	-19.2	93.3	11.52	287.65	0
20130410T090000	-19.05	93.15	12.25	289.65	0
20130410T100000	-18.8	92.95	12.44	294.55	0
20130410T110000	-18.61	93	11.98	295.35	0.43
20130410T120000	-18.23	93.2	11.38	288.85	0
20130410T130000	-18	93.4	12.36	294.05	0
20130410T140000	-17.58	93.65	12.56	298.35	0
20130410T150000	-17.11	93.95	11.79	295.1	0
20130410T160000	-16.76	94.25	11.14	295.6	0
20130410T170000	-16.85	94.3	10.65	298.3	0
20130410T180000	-16.96	94.65	10.69	293.25	0.46
20130410T190000	-16.94	94.9	9.32	287.9	0.45
20130410T200000	-17.02	95	9.43	285.45	0
20130410T210000	-17.14	95	9.15	285.75	0.37
20130410T220000	-17.32	95	10.23	284.1	0
20130410T230000	-17.26	95	10.43	288.9	0
20130411T000000	-17.2	95	11.13	290.65	0.64
20130411T010000	-16.97	95	11.02	283.35	0
20130411T020000	-17.16	95	11.73	280.8	0
20130411T030000	-17.37	94.9	10.38	278.65	0
20130411T040000	-17.58	94.7	9.69	279.25	0
20130411T050000	-17.69	94.6	8.82	275.5	0
20130411T060000	-17.62	94.45	8.91	272.95	0
20130411T070000	-17.7	94.25	9.73	273	0
20130411T080000	-17.59	94	10	275.45	0
20130411T090000	-17.38	93.6	9.97	280.05	0.66
20130411T100000	-17.5	93.25	10.25	282.45	0
20130411T110000	-17.45	92.85	10.64	283	0
20130411T120000	-17.38	92.05	11.21	283.05	0
20130411T130000	-17.32	91.95	11	281.25	0
20130411T140000	-17.31	92.25	10.37	285.3	0
20130411T150000	-17.3	92.4	11.29	287.4	0
20130411T160000	-17.66	92.55	11.91	286.7	0.56
20130411T170000	-17.74	92.85	10.79	285.95	0
20130411T180000	-17.76	93.4	10.51	288.8	0
20130411T190000	-17.55	94.15	11.8	293.05	0
20130411T200000	-17.3	94.8	12.18	292.25	0
20130411T210000	-17.06	95	11.79	293.25	0.64
20130411T220000	-17.02	95	12.34	295.25	0.73
20130411T230000	-17.06	95	12.25	297.4	0
20130412T000000	-17	95	11.21	296	0
20130412T010000	-17.19	95	10.29	297.6	0.66
20130412T020000	-17.49	95	11.54	297	0
20130412T030000	-17.59	95	12.12	296.9	0.56
20130412T040000	-17.49	95	12.79	295.35	0
20130412T050000	-17.37	95	13.55	294.4	0
20130412T060000	-17.24	95	13.77	292.05	0.73
20130412T070000	-17.15	95	13.48	293.1	0.86
20130412T080000	-17.02	95	13.41	293.3	0
20130412T090000	-17.04	95	13.43	292.05	0
20130412T100000	-17.07	94.55	13.37	293.6	0
20130412T110000	-17.02	94.2	12.68	295.35	0.43
20130412T120000	-16.87	93.55	12.79	296.45	1.54
20130412T130000	-16.66	94.1	12.68	299.9	0
20130412T140000	-16.12	94.35	10.96	293.6	0
20130412T150000	-15.7	94.55	11.17	291.35	0
20130412T160000	-15.12	94.95	11.95	289.6	0
20130412T170000	-15.08	95	11.96	292.25	0
20130412T180000	-15.1	95	11.91	290.95	0
20130412T190000	-15.05	95	10.77	285.1	0
20130412T200000	-15.06	95	10.95	286.95	0
20130412T210000	-15.2	95	10.48	289.9	0
20130412T220000	-15.38	95	10.1	290.15	0
20130412T230000	-15.24	95	9.97	290.9	0
20130413T000000	-15.3	95	9.51	293.85	0
20130413T010000	-16.27	95	8.45	285.6	0
20130413T020000	-17.13	95	9.09	284.75	0
20130413T030000	-17.02	95	8.98	280.3	0
20130413T040000	-17.08	95	8.29	282.85	0
20130413T050000	-17.09	95	7.94	287.25	0
20130413T060000	-17.04	94.95	7.55	278.95	0
20130413T070000	-18.13	93.3	7.39	272.65	0
20130413T080000	-17.55	92.4	8.51	280.1	0
20130413T090000	-17.01	91.95	9.21	282.35	0
20130413T100000	-16.08	89.25	7.23	260.6	0
20130413T110000	-14.88	88.2	7.81	267.35	0
20130413T120000	-13.61	82.55	5.97	260.9	0
20130413T130000	-12.48	77.85	3.9	251.75	0
20130413T140000	-11.39	76.75	4.36	230.95	0
20130413T150000	-10.6	75.3	4.34	218.4	0
20130413T160000	-10.04	75.7	3.26	212.95	0
20130413T170000	-9.57	73.95	2.32	228.9	0
20130413T180000	-9.91	74.4	2.38	226.6	0
20130413T190000	-10.66	74.9	2.08	246.65	0
20130413T200000	-11.82	76.1	1.72	259.65	0
20130413T210000	-14.18	78.5	2.36	272.7	0
20130413T220000	-15.59	81.25	1.95	267.75	0
20130413T230000	-15.31	81.7	1.84	263.55	0
20130414T000000	-16.12	80.9	1.79	274.85	0
20130414T010000	-18.03	83.5	1.78	291.65	0
20130414T020000	-19.35	85.55	2.29	263.4	0
20130414T030000	-18.83	87.05	1.74	277.2	0
20130414T040000	-20.18	90.65	1.49	271.5	0
20130414T050000	-20.49	91	1.81	266.65	0
20130414T060000	-20.96	89.6	3.02	281.2	0
20130414T070000	-19.96	93.1	2.05	236.05	0
20130414T080000	-17.94	85.5	1.11	231.65	0
20130414T090000	-17.98	83.45	3.31	261.55	0
20130414T100000	-17.05	83.6	4.07	277.2	0
20130414T110000	-16.54	81.15	4.26	270.8	0
20130414T120000	-15.9	81.1	3.8	262.2	0
20130414T130000	-15.34	82.3	4.64	284.45	0
20130414T140000	-14.98	81.85	3.85	278.5	0
20130414T150000	-13.85	79.75	3.19	280.85	0
20130414T160000	-13.29	80	2.83	291.9	0
20130414T170000	-13.25	81.85	3.21	288.95	0
20130414T180000	-13.61	82.95	2.81	291.1	0
20130414T190000	-14.54	84.15	2.94	275.2	0
20130414T200000	-15.7	84.9	2.4	268.45	0
20130414T210000	-17.58	87	2.36	271.65	0
20130414T220000	-18.62	89.2	1.83	276.15	0
20130414T230000	-19.7	90	1.97	275.7	0
20130415T000000	-20.16	92.05	1.65	272.6	0
20130415T010000	-20.63	93.4	1.79	266.6	0
20130415T020000	-21.14	94	1.62	277	0
20130415T030000	-21.99	93.4	1.75	267.1	0
20130415T040000	-21.96	93	1.62	274.9	0
20130415T050000	-22.46	91.3	1.56	266.35	0
20130415T060000	-23.43	89.95	1.85	264.85	0
20130415T070000	-23.13	89.75	1.98	261.6	0
20130415T080000	-22.12	87.25	2.37	259.45	0
20130415T090000	-20.42	85.95	2.17	265.15	0
20130415T100000	-18.71	81.8	2.29	275.15	0
20130415T110000	-16.95	75.35	1.56	269.2	0
20130415T120000	-15.46	69.97	0.97	269.05	0
20130415T130000	-14.59	67	0.79	248.6	0
20130415T140000	-14.62	70	1.19	252.45	0
20130415T150000	-14.88	73.05	1.48	262.05	0
20130415T160000	-14.92	75.2	1.81	276.15	0
20130415T170000	-15.38	78.7	2.3	295.85	0
20130415T180000	-15.32	76.45	1.63	290.6	0
20130415T190000	-16.47	76.75	1.47	316.3	0
20130415T200000	-18.12	81.1	1.19	27.68	0
20130415T210000	-18.71	84.8	0.59	99.4	0
20130415T220000	-20.99	93.1	0.48	220.7	0
20130415T230000	-22.16	93.8	0.49	256.3	0
20130416T000000	-23.06	92.15	0.27	254.15	0
20130416T010000	-23.48	90.6	0.58	157.03	0
20130416T020000	-24.36	90.05	0.73	268.25	0
20130416T030000	-24.45	89.2	0.45	282.15	0
20130416T040000	-25.31	87.6	0.57	283.7	0
20130416T050000	-24.8	88.2	0.59	308.25	0
20130416T060000	-24.95	87.45	0.82	320.6	0
20130416T070000	-23.92	86.95	0.72	275.5	0
20130416T080000	-22.59	84.05	0.83	310.45	0
20130416T090000	-21.3	78.2	1.28	273.05	0
20130416T100000	-19.77	71.1	1.66	267.3	0
20130416T110000	-17.5	65.89	1.31	270.6	0
20130416T120000	-15.51	65.91	1.09	160.03	0
20130416T130000	-17.35	77.25	1.95	13.34	0
20130416T140000	-14.29	68.79	0.79	189.41	0
20130416T150000	-15.41	73.9	1.68	24.73	0
20130416T160000	-16.39	79.95	2.4	26.77	0
20130416T170000	-16.56	82.15	2.55	36.17	0
20130416T180000	-16.83	84.8	2.71	30.96	0
20130416T190000	-17	83.8	1.92	28.68	0
20130416T200000	-17.97	84.65	1.81	19.29	0
20130416T210000	-19.84	90.55	1.84	12.91	0
20130416T220000	-21.31	94.25	2.1	9.89	0
20130416T230000	-21.73	93.3	2.71	13.34	0
20130417T000000	-22.26	91.85	1.95	7.49	0
20130417T010000	-22.94	91.25	1.65	162.27	0
20130417T020000	-24.23	90.1	1.33	334.8	0
20130417T030000	-24.51	90.15	1.66	321.8	0
20130417T040000	-24.52	89.15	1.81	350.2	0
20130417T050000	-25.74	87.25	1.14	322.2	0
20130417T060000	-26.7	86.45	1.35	313.4	0
20130417T070000	-26.25	84.7	1.46	312.35	0
20130417T080000	-24.96	82.65	1.32	300.35	0
20130417T090000	-23.62	80.8	1.44	306.05	0
20130417T100000	-22.94	79.2	2.25	301	0
20130417T110000	-21.54	76.1	1.85	317.5	0
20130417T120000	-20.94	79.6	3.33	330.4	0
20130417T130000	-19.05	79.1	2.78	173.84	0
20130417T140000	-18.88	80.3	3.26	182.85	0
20130417T150000	-18.25	82.25	3.42	5.81	0
20130417T160000	-17.29	81.65	3.34	182.73	0
20130417T170000	-17.03	83.3	3.68	16.87	0
20130417T180000	-17.08	84.15	3.35	8.24	0
20130417T190000	-17.95	85.3	3.25	347.4	0
20130417T200000	-18.64	87.2	3.17	351.1	0
20130417T210000	-19.7	90	2.97	343.9	0
20130417T220000	-20.91	92.35	3.18	346.6	0
20130417T230000	-21.86	92.05	3.25	343.1	0
20130418T000000	-21.95	92.05	3.75	340.1	0
20130418T010000	-22.18	91.7	4.28	347.05	0
20130418T020000	-21.61	92	3.34	176.66	0
20130418T030000	-21.8	91.5	3.48	347.65	0
20130418T040000	-21.57	91.35	4.12	356.35	0
20130418T050000	-21.34	91.6	4.29	354.55	0
20130418T060000	-21.44	91.35	3.97	6.93	0
20130418T070000	-21.53	90.95	4.1	5.6	0
20130418T080000	-21.24	90.75	3.66	5.84	0
20130418T090000	-20.88	90.8	3.48	3.61	0
20130418T100000	-20.38	90.5	3.02	353.55	0
20130418T110000	-20.12	90.25	3.38	354.95	0
20130418T120000	-19.68	90.4	3.65	344.7	0
20130418T130000	-18.97	90.3	3.02	346.6	0
20130418T140000	-18.31	89.6	3.03	341.6	0
20130418T150000	-17.12	88.95	2.83	341.15	0
20130418T160000	-16.55	88	2.85	347.6	0
20130418T170000	-16.71	85.85	3.17	352.25	0
20130418T180000	-16.17	85.25	2.17	352	0
20130418T190000	-15.81	85.9	1.6	347.2	0
20130418T200000	-17.45	85.85	1.12	313.75	0
20130418T210000	-21.83	87.9	1.62	255.2	0
20130418T220000	-23.41	90.3	2.21	258.2	0
20130418T230000	-23.15	90.95	2.79	272.55	0
20130419T000000	-21.91	91.1	2.75	274.95	0
20130419T010000	-21.06	92.05	2.18	260	0
20130419T020000	-19.41	93.7	2.98	257.85	0
20130419T030000	-18.06	94.4	4.07	261.35	0
20130419T040000	-17.73	93.85	5.09	273.3	0
20130419T050000	-17.39	93.65	4.25	270.05	0
20130419T060000	-16.63	94.15	5.99	276.35	0
20130419T070000	-16.64	92.75	4.82	269.35	0
20130419T080000	-16.22	91.9	6.85	284.5	0
20130419T090000	-15.59	89	7.22	282.05	0
20130419T100000	-15.11	85.65	7.15	267.35	0
20130419T110000	-13.75	82.15	7.75	268.3	0
20130419T120000	-12.95	81.45	7.5	268.65	0
20130419T130000	-11.52	79.1	8.34	275.3	0
20130419T140000	-10.85	80.05	9	283.15	0
20130419T150000	-10.14	79.45	8.23	283.45	0
20130419T160000	-9.83	79.05	8.47	285.15	0
20130419T170000	-9.75	76.15	7.95	282.6	0
20130419T180000	-9.86	76.15	7	284.6	0
20130419T190000	-10.02	78.25	6.71	290.1	0
20130419T200000	-9.65	80.75	5.96	282.4	0
20130419T210000	-10.18	80.85	4.78	266.4	0
20130419T220000	-11.18	82.7	5.44	270.1	0
20130419T230000	-11.65	83.05	4.74	264.1	0
20130420T000000	-11.51	82.7	3.15	246.4	0
20130420T010000	-9.18	69.99	5.55	269.25	0
20130420T020000	-9.57	68.22	5.98	267.55	0
20130420T030000	-9.71	66.48	5.53	269.3	0
20130420T040000	-9.83	66.31	4.75	261.35	0
20130420T050000	-10.74	70.46	4.08	239.55	0
20130420T060000	-11.23	74.55	4.02	232.9	0
20130420T070000	-10.39	74.25	3.8	237.5	0
20130420T080000	-9.43	72.55	4.08	242.65	0
20130420T090000	-8.3	69.25	4.33	237.25	0
20130420T100000	-5.71	64.72	4.92	257.05	0
20130420T110000	-4.8	65.01	6.8	275.95	0
20130420T120000	-4.81	68.53	8.15	281.05	0
20130420T130000	-4.94	73.4	9.38	281.7	0
20130420T140000	-4.45	73.85	8.58	276.1	0
20130420T150000	-4.04	70.81	7.16	277.65	0
20130420T160000	-4.42	69.87	5.02	279.55	0
20130420T170000	-4.59	73.25	4.66	291.15	0
20130420T180000	-5.14	75.95	5.6	292.6	0
20130420T190000	-5.78	77.25	4.96	297.65	0
20130420T200000	-6.29	72.4	7.98	306.2	0
20130420T210000	-7.09	76.15	7.63	295.95	0
20130420T220000	-7.52	77.9	8.9	298.6	0
20130420T230000	-7.66	80.3	8	293.75	0
20130421T000000	-7.76	85.35	8.16	293.7	0
20130421T010000	-8.38	88.45	6.92	298.4	0
20130421T020000	-9.12	91	7.03	295.95	0
20130421T030000	-10.15	90.05	8.82	291.55	0
20130421T040000	-10.95	89.95	8.14	281.45	0
20130421T050000	-10.79	89.7	9.14	289.35	0
20130421T060000	-11.44	89.65	8.32	284.45	0
20130421T070000	-10.98	88.45	8.99	287.4	0
20130421T080000	-10.79	86.75	9.28	287.2	0
20130421T090000	-10.65	87.65	10.11	285.85	0
20130421T100000	-9.89	85.5	10.29	286.25	0
20130421T110000	-9.12	86.85	10.71	288.85	0
20130421T120000	-8.77	93.1	10.37	290.75	0
20130421T130000	-8.05	95	11.27	289.8	0
20130421T140000	-7.28	95	12.06	292.8	0
20130421T150000	-6.85	95	13.08	289.95	0
20130421T160000	-6.09	94.85	11.01	282.65	0
20130421T170000	-5.74	93.45	8.68	279.45	0
20130421T180000	-5.73	89.25	8.95	280.65	0
20130421T190000	-5.34	86.75	7.74	270.9	0
20130421T200000	-5.88	85.05	7.4	273.5	0
20130421T210000	-6.37	88.8	9.66	283.45	0
20130421T220000	-7.21	92.7	9.32	286.35	0
20130421T230000	-7.09	94.75	9.93	288.95	0
20130422T000000	-7.04	94.15	9.34	289.1	0
20130422T010000	-6.88	95	9.97	293.1	0
20130422T020000	-7.02	95	9.71	291.95	0
20130422T030000	-7.79	95	8.23	285.4	0
20130422T040000	-8.29	94.35	6.76	280.5	0
20130422T050000	-8.55	92.8	8.07	282.95	0
20130422T060000	-8.82	92.85	9.55	296.7	0
20130422T070000	-8.68	87.85	9.52	293.75	0
20130422T080000	-8	81.7	8.99	286.9	0
20130422T090000	-7.38	77.45	7.62	278.25	0
20130422T100000	-6.75	75.3	6.8	274.3	0
20130422T110000	-5.79	73.25	6.29	272.05	0
20130422T120000	-4.67	73.15	5.35	268.55	0
20130422T130000	-3.07	71.5	5.43	265.15	0
20130422T140000	-1.89	70.03	5.4	269.7	0
20130422T150000	-1.19	72.75	4.75	275.45	0
20130422T160000	-0.84	71.5	5.36	276.1	0
20130422T170000	-1.28	70.85	6.44	279.65	0
20130422T180000	-1.49	72.15	5.88	278.45	0
20130422T190000	-1.68	70.75	7.01	290.95	0
20130422T200000	-2.26	72.6	6.85	283.85	0
20130422T210000	-2.94	78.15	5.84	279.3	0
20130422T220000	-3.56	80.9	5.5	272.9	0
20130422T230000	-2.99	78.75	6.16	278.3	0
20130423T000000	-2.54	78	6.21	287.45	0
20130423T010000	-2.54	73.3	6.26	288.65	0
20130423T020000	-2.73	73.4	5.69	278.5	0
20130423T030000	-2.63	74.25	5.35	285.95	0
20130423T040000	-3.43	83.2	3.62	274.95	0
20130423T050000	-3.17	80.7	4.13	273.6	0
20130423T060000	-3.54	79.2	4.62	271.35	0
20130423T070000	-3.8	79.8	4.65	265.8	0
20130423T080000	-3.4	75.95	4.96	266.45	0
20130423T090000	-2.56	71.75	5.12	267.2	0
20130423T100000	-1.73	70.7	5.91	272.6	0
20130423T110000	-1.47	72.9	7.01	290.55	0
20130423T120000	-1.03	77.65	5.47	285.7	0
20130423T130000	-0.4	82	4.94	292.9	0
20130423T140000	0.42	80.45	4.83	278.45	0
20130423T150000	1.06	78.7	4.03	298.65	0
20130423T160000	1.32	78.1	2.73	297.9	0
20130423T170000	1.41	75.9	2.96	287.25	0
20130423T180000	-0.07	78.6	5.25	295.7	0
20130423T190000	-1.07	83.1	4.23	317.55	0
20130423T200000	-2.3	93.35	4.58	313.05	0
20130423T210000	-2.79	95	4.09	296.85	0
20130423T220000	-3.29	95	4.57	282.9	0
20130423T230000	-5.14	95	4.6	268.55	0
20130424T000000	-6.3	95	4.08	256.85	0
20130424T010000	-6.99	95	4.42	258.75	0
20130424T020000	-7.01	95	4.4	261.95	0
20130424T030000	-6.6	95	4.76	257.8	0
20130424T040000	-6.14	95	5.3	257.25	0
20130424T050000	-5.46	95	4.75	245.9	0
20130424T060000	-4.96	95	4.89	257.2	0
20130424T070000	-4.52	95	4.82	253.35	0
20130424T080000	-4.24	95	3.65	225.95	0
20130424T090000	-4.5	95	3.21	233.15	0
20130424T100000	-4.43	95	3.03	283.55	0
20130424T110000	-3.13	94.1	5.6	307.2	0
20130424T120000	-3.54	95	11.36	302.9	0
20130424T130000	-4.7	95	12.96	285.85	0
20130424T140000	-6.68	95	13.81	296.9	0
20130424T150000	-7.53	95	14.12	302.45	0
20130424T160000	-8.79	95	16.14	309.7	0
20130424T170000	-9.72	95	15.91	308.45	1.07
20130424T180000	-11.02	95	16.53	306.9	0.56
20130424T190000	-12.02	95	16.13	309.85	1.11
20130424T200000	-12.47	95	13.88	309.35	0
20130424T210000	-12.93	95	15.64	312.4	0.9
20130424T220000	-13.14	95	14.07	310.95	1.16
20130424T230000	-13.58	95	13.75	310.65	0
20130425T000000	-13.87	95	12.81	306.75	0.73
20130425T010000	-13.94	95	13.08	307.25	0
20130425T020000	-13.99	95	14.02	315.75	0
20130425T030000	-14	95	14.09	316.4	1.07
20130425T040000	-14	95	15.14	317.35	0
20130425T050000	-14.21	95	15.34	318.7	1.03
20130425T060000	-15.09	95	13.48	316.3	0.9
20130425T070000	-15.51	95	12.04	315.7	0
20130425T080000	-15.76	95	12.95	316.4	0
20130425T090000	-15.78	95	12.84	319.55	0.47
20130425T100000	-15.62	95	12.75	320.95	0.9
20130425T110000	-14.91	95	10.87	316.75	0.43
20130425T120000	-14.48	95	10.32	315.7	1.17
20130425T130000	-14.02	95	10.54	318.9	1.57
20130425T140000	-13.65	94.9	10.29	316.65	0.86
20130425T150000	-13.56	95	9.91	312.75	0
20130425T160000	-13.43	94.6	9.08	313.15	0
20130425T170000	-13.74	94.6	8.2	312.05	0
20130425T180000	-13.96	95	8.92	312.95	0
20130425T190000	-14.27	95	9.21	313.1	0
20130425T200000	-14.47	95	7.57	309.45	0
20130425T210000	-14.55	95	6.86	313.05	0
20130425T220000	-15.37	95	7.79	313.75	0
20130425T230000	-16.39	95	6.35	304.15	0
20130426T000000	-16.96	95	6.08	297.65	0
20130426T010000	-17.21	95	6.03	288.2	0
20130426T020000	-16.8	95	5.92	297.6	0
20130426T030000	-16.9	95	4.9	292	0
20130426T040000	-17.18	95	3.54	272.75	0
20130426T050000	-17.18	95	3.42	263.75	0
20130426T060000	-16.77	95	3.42	264.95	0
20130426T070000	-16.03	95	2.77	264.75	0
20130426T080000	-16.12	94.6	1.98	250.05	0
20130426T090000	-15.06	93.95	2.35	248.25	0
20130426T100000	-14.01	91	3.01	250.3	0
20130426T110000	-13.07	90	2.9	257.4	0
20130426T120000	-12.3	88.35	3.23	259.2	0
20130426T130000	-11.29	85.95	2.14	292.75	0
20130426T140000	-10.5	84.3	1.59	177.88	0
20130426T150000	-9.94	81.35	1.74	51.22	0
20130426T160000	-11.21	82.35	2.21	71.43	0
20130426T170000	-12.63	86.8	3.31	72.6	0
20130426T180000	-13.25	88.9	4.22	71.19	0
20130426T190000	-14.01	91.45	4.07	70.92	0
20130426T200000	-14.86	91.95	4	59.41	0
20130426T210000	-16.39	92.25	3.43	50.58	0
20130426T220000	-18.17	94.1	3.1	40.75	0
20130426T230000	-19.94	93.55	3.65	38.53	0.26
20130427T000000	-21.45	92.65	4.04	37.95	0
20130427T010000	-22.08	93.1	4.29	44.27	0
20130427T020000	-21.71	92.25	4.47	48.52	0
20130427T030000	-22.14	91.2	4.5	41.34	0
20130427T040000	-22.17	91	4	33.91	0
