datetime	t	rh	u	vw_dir	p
20130312T230000	-30.71	81.2	2.44	317.3	0
20130313T000000	-30.5	81.25	2.81	316.7	0
20130313T010000	-30.18	81.7	3.27	322.05	0
20130313T020000	-30.24	81.6	3.5	325.8	0.38
20130313T030000	-29.91	82	2.63	316.5	0
20130313T040000	-29.94	81.95	2.56	313.8	0
20130313T050000	-29.8	82.2	2.96	323.75	0
20130313T060000	-30.98	81.15	2.68	322.35	0
20130313T070000	-32.12	79.75	1.92	285.3	0
20130313T080000	-33.22	78.25	1.71	268.5	0
20130313T090000	-33.49	77.1	1.4	270.5	0
20130313T100000	-31.91	77.85	1.5	272.8	0
20130313T110000	-30.62	78.4	1.58	266.9	0
20130313T120000	-29.21	79.45	1.54	257.8	0
20130313T130000	-27.19	81.35	1.6	267.1	0
20130313T140000	-26.56	82.35	1.69	262.9	0
20130313T150000	-26.68	82.65	2.08	248.25	0
20130313T160000	-25.7	84.65	1.85	266.3	0
20130313T170000	-24.41	85.45	0.46	185.95	0
20130313T180000	-23.43	89	0.66	240	0
20130313T190000	-28.02	85.1	1.17	261.95	0
20130313T200000	-31.63	80.85	2.21	261.35	0
20130313T210000	-32.73	78.9	2.59	256.8	0
20130313T220000	-32.82	78.75	2.5	259.45	0
20130313T230000	-32.94	78.6	2.91	253.1	0
20130314T000000	-31.98	79.8	2.92	248.35	0
20130314T010000	-30.06	82.05	3.27	252.8	0
20130314T020000	-30.82	81.05	3.04	246.5	0
20130314T030000	-30.46	81.5	3.21	242	0
20130314T040000	-28.55	83.95	3.81	226.25	0
20130314T050000	-27.8	84.65	1.61	246.95	0
20130314T060000	-27.68	84.8	3.97	242.5	0
20130314T070000	-27.27	85.15	5.72	254.2	0
20130314T080000	-27.34	85	5.33	261.75	0
20130314T090000	-27.55	84.35	5.8	261.65	0
20130314T100000	-26.68	84.6	6.69	243.3	0
20130314T110000	-26.41	84.75	5.14	241.7	0
20130314T120000	-25.81	84.95	6.32	247.75	0
20130314T130000	-25.07	85.45	5.34	254.15	0
20130314T140000	-23.88	86.65	4.36	244.15	0
20130314T150000	-23.1	87.6	4.38	251.9	0
20130314T160000	-22.88	88.7	4.96	263.35	0
20130314T170000	-23.23	88.95	3.26	273.55	0
20130314T180000	-23.54	89	4.02	272.65	0
20130314T190000	-25.52	87.2	4.13	273	0
20130314T200000	-27.32	85.3	3.42	265.25	0
20130314T210000	-28.05	84.5	3	272.55	0
20130314T220000	-28.74	83.5	2.19	294.9	0
20130314T230000	-28.89	83.5	1.7	276.95	0
20130315T000000	-29.34	82.85	1.87	288.35	0
20130315T010000	-29.59	82.75	1.77	265.2	0
20130315T020000	-29.41	82.8	1.93	266.7	0
20130315T030000	-30.45	81.6	1.8	266.8	0
20130315T040000	-30.65	81.1	1.51	274.85	0
20130315T050000	-30.19	81.6	0.32	266.45	0
20130315T060000	-30.18	81.75	0.39	248.95	0
20130315T070000	-31.5	80.25	0.32	268.95	0
20130315T080000	-31.24	80.35	1.02	242.15	0
20130315T090000	-30.24	80.5	1.87	263.5	0
20130315T100000	-26.81	81.95	0.38	185.8	0
20130315T110000	-22.96	85.45	0.14	99.47	0
20130315T120000	-23.94	83.55	1.04	199.4	0
20130315T130000	-25.34	83.7	0.99	129.65	0
20130315T140000	-25.43	83.65	1.06	134.8	0
20130315T150000	-23.74	84.7	1.03	149.8	0
20130315T160000	-25.88	83.95	2.55	143.7	0
20130315T170000	-24.56	85.45	1.58	128.4	0
20130315T180000	-25.3	85.15	1.94	125.25	0
20130315T190000	-25.13	86.85	1.02	78.23	0
20130315T200000	-26.18	86.7	0.36	159.85	0
20130315T210000	-26.83	86	1.23	138.65	0
20130315T220000	-26.9	85.85	0.97	115.8	0
20130315T230000	-26.98	85.7	0.84	135.8	0
20130316T000000	-26.19	86.85	1.6	178.05	0
20130316T010000	-25.34	87.65	1.45	190.6	0
20130316T020000	-25.68	87.25	0.9	133.35	0
20130316T030000	-27.21	85.65	1.09	165.75	0
20130316T040000	-26.31	86.45	0.91	171.1	0
20130316T050000	-27.31	85.4	0.47	123.4	0
20130316T060000	-27.18	85.6	1.62	226.85	0
20130316T070000	-26.81	85.95	0.61	115.88	0
20130316T080000	-27.34	85.05	0.3	43.87	0
20130316T090000	-27.3	84.05	0.88	134.69	0
20130316T100000	-25.7	84.55	0.47	184.59	0
20130316T110000	-22.88	86.65	0.75	151.55	0
20130316T120000	-22.83	85.95	1.58	256.3	0
20130316T130000	-21.24	88	1.51	230.9	0
20130316T140000	-19.44	91	2.43	278.7	0
20130316T150000	-16.41	93.9	1.54	310.55	0
20130316T160000	-17.82	94.6	1.44	337.4	0
20130316T170000	-18.53	93.85	1.23	283.2	0
20130316T180000	-19.55	93.35	1.52	278.75	0
20130316T190000	-20.17	92.75	1.5	264.2	0
20130316T200000	-20.39	92.65	1.25	261.95	0
20130316T210000	-20.5	92.65	1.25	258.7	0
20130316T220000	-20.66	92.45	2.09	259.55	0
20130316T230000	-21.45	91.8	3.12	276.15	0
20130317T000000	-23.11	90	4.18	297.9	0
20130317T010000	-24.09	89.05	3.32	305.3	0
20130317T020000	-24.63	88.2	3.39	337.8	0
20130317T030000	-23.98	88.9	2.78	314.9	0
20130317T040000	-23.15	89.8	2.77	310.2	0
20130317T050000	-21.85	91.2	3.13	339.45	0
20130317T060000	-21.13	92	3.21	178.59	0
20130317T070000	-20.21	92.95	3.41	7.39	0
20130317T080000	-20.84	92.4	3.66	356.85	0
20130317T090000	-22.7	90.3	3.76	344.9	0
20130317T100000	-21.72	90.15	3.91	350	0
20130317T110000	-20.65	91.05	4.01	354.1	0
20130317T120000	-19.83	91.4	3.63	356.1	0
20130317T130000	-19.07	92	2.78	345.3	0
20130317T140000	-18.35	92.3	3.72	337.4	0
20130317T150000	-18.82	92.55	3.69	322.85	0
20130317T160000	-19.98	91.35	4.25	338.25	0
20130317T170000	-20.34	91.3	4.49	327.05	0
20130317T180000	-22.12	90.05	4.94	303.8	0
20130317T190000	-23.68	89.2	5.41	300	0
20130317T200000	-24.64	88.3	5.25	288.4	0
20130317T210000	-24.8	88.1	5.57	284.8	0
20130317T220000	-25.21	87.65	5.24	288.95	0
20130317T230000	-25.46	87.3	6.31	301.45	0
20130318T000000	-25.84	86.9	5.32	304.45	0
20130318T010000	-26.46	86.2	6.21	306.9	0
20130318T020000	-25.91	86.75	5.62	302.5	0
20130318T030000	-25.31	87.4	6.21	303.5	0
20130318T040000	-25.18	87.55	6.72	301.15	0
20130318T050000	-25.12	87.65	7.24	311.75	0
20130318T060000	-24.98	87.8	6.43	316	0
20130318T070000	-25.57	87.05	6.12	314.15	0
20130318T080000	-26.61	86	5	307.9	0
20130318T090000	-26.02	86.5	6.02	327.1	0.23
20130318T100000	-25.98	86.3	6.63	332.35	0
20130318T110000	-26.12	85.9	6.88	328.25	0.32
20130318T120000	-25.74	86.05	6.42	321	0
20130318T130000	-25.51	85.95	6.8	318.25	0
20130318T140000	-25.49	86.05	6.92	317.55	0
20130318T150000	-25.36	86.1	6.6	316.8	0
20130318T160000	-25.71	86.15	5.97	316.1	0
20130318T170000	-25.46	86.35	4.84	311.15	0
20130318T180000	-25.45	86.9	3.53	295.5	0
20130318T190000	-26.02	86.35	4.29	297.2	0
20130318T200000	-26.14	86.4	4.38	292.75	0.21
20130318T210000	-26.04	86.55	4.98	301.75	0
20130318T220000	-25.98	86.6	5.32	304.4	0
20130318T230000	-26.01	86.7	4.98	299.9	0
20130319T000000	-25.52	87.05	5.29	291.35	0
20130319T010000	-25.59	87.05	5.49	291.35	0.26
20130319T020000	-25.93	86.65	5.66	282.8	0
20130319T030000	-26.09	86.6	5.83	286.7	0
20130319T040000	-25.42	87.2	5.82	281.1	0
20130319T050000	-25.59	87.05	5.06	283.5	0
20130319T060000	-25.24	87.45	5.35	292.6	0
20130319T070000	-24.55	88.2	5.62	297.65	0
20130319T080000	-24.07	88.75	6.33	302.25	0
20130319T090000	-23.43	89.3	7.28	303.55	0
20130319T100000	-23.05	89.35	7.25	306.2	0
20130319T110000	-22.71	89.5	7.71	308.85	0
20130319T120000	-22.75	89	7.96	310.75	0
20130319T130000	-22.49	89	8.5	307.55	0
20130319T140000	-22.46	88.7	7.93	302.75	0
20130319T150000	-22.83	88.9	8.23	301.1	0
20130319T160000	-22.81	88.9	7.39	301.15	0
20130319T170000	-22.95	88.95	6.06	297.5	0
20130319T180000	-24.03	88.4	5.39	280.7	0
20130319T190000	-24.73	87.95	5.39	273	0
20130319T200000	-24.37	88.4	4.81	266.45	0
20130319T210000	-24.68	88.05	4.98	270.7	0.23
20130319T220000	-24.7	88.1	4.77	276.6	0
20130319T230000	-24.8	88	4.84	260.8	0
20130320T000000	-24.77	88.1	5.69	249.3	0
20130320T010000	-25.34	87.2	6.67	220.8	0
20130320T020000	-25.33	87.45	6.24	221.35	0
20130320T030000	-25.8	86.8	7.19	212.8	0
20130320T040000	-25.93	86.7	6.33	206.95	0
20130320T050000	-25.66	87.25	5.38	205.75	0
20130320T060000	-25.2	87.55	4.93	165.85	0
20130320T070000	-24.97	87.75	3.67	257.9	0
20130320T080000	-24.8	88.05	6.57	195.9	0
20130320T090000	-24.12	88.15	7.1	200.75	0
20130320T100000	-23.96	87.7	7.78	200.15	0
20130320T110000	-23.84	87.05	7.37	198.55	0
20130320T120000	-23.47	87	8.05	200.35	0
20130320T130000	-22.89	87	8.67	200.55	0
20130320T140000	-22.14	87.5	8.3	200.9	0
20130320T150000	-20.8	87.55	7.55	196.95	0
20130320T160000	-20.33	86.6	7.49	196.2	0
20130320T170000	-20.18	87.85	4.89	178.2	0
20130320T180000	-20.52	87.55	4.77	181	0
20130320T190000	-20.95	87.9	4.76	171.25	0
20130320T200000	-21.5	87.6	6.45	177.7	0
20130320T210000	-22.42	86.15	7.09	183.65	0
20130320T220000	-23.02	85.5	7.13	186.7	0
20130320T230000	-23.33	85.5	6.61	179.5	0
20130321T000000	-23.78	84.6	6.96	179.6	0
20130321T010000	-24.12	84.3	6.83	177.2	0
20130321T020000	-24.95	83.7	6.53	182.35	0
20130321T030000	-25.14	82.5	6.21	168.4	0
20130321T040000	-25.58	81.65	5.76	161.1	0
20130321T050000	-25.65	82.75	3.65	149.05	0
20130321T060000	-25.84	85.65	0.94	207.56	0
20130321T070000	-25.94	85.1	1.04	95.85	0
20130321T080000	-25.65	83.35	1.96	117.9	0
20130321T090000	-24.66	81.2	2.4	129.45	0
20130321T100000	-23.71	78.85	3.43	155.9	0
20130321T110000	-23.04	78.1	5.07	167.6	0
20130321T120000	-22.05	77.9	4.98	170.75	0
20130321T130000	-21.42	79.15	6.6	181.25	0
20130321T140000	-20.41	78.7	6.2	177.5	0
20130321T150000	-17.81	79.55	2.66	92.44	0
20130321T160000	-17.99	76.7	2.41	180.7	0
20130321T170000	-18.43	77.7	1.9	153.3	0
20130321T180000	-18.87	78.2	2.98	244.3	0
20130321T190000	-19.89	77.55	5.74	210.85	0
20130321T200000	-20.04	78.1	6.19	214.75	0
20130321T210000	-20.26	78.85	4.75	238.7	0
20130321T220000	-21.02	77	6.1	214.65	0
20130321T230000	-20.7	75.05	5.07	220.2	0
20130322T000000	-20.81	76.55	2.48	164.95	0
20130322T010000	-20.56	75.85	6.83	201.5	0
20130322T020000	-20.34	75.5	7.96	207.2	0
20130322T030000	-20.95	76.15	7.65	197.65	0
20130322T040000	-21.52	77.2	3.43	258.85	0
20130322T050000	-22.14	77.45	5.74	211.65	0
20130322T060000	-21.93	77.6	6.33	211.7	0
20130322T070000	-21.48	76.6	8.36	209.95	0
20130322T080000	-21.09	74.8	7.41	213.6	0
20130322T090000	-20.55	72.8	7.19	214.65	0
20130322T100000	-19.74	69.92	4.3	259.8	0
20130322T110000	-19.27	70.55	8.23	207.1	0
20130322T120000	-18.24	68.88	5.83	199.8	0
20130322T130000	-16.48	59.72	1.86	282.7	0
20130322T140000	-14.8	53.35	1.01	155.45	0
20130322T150000	-16.41	63.48	2.58	144.2	0
20130322T160000	-14.71	58.94	1.76	95.65	0
20130322T170000	-14.27	58.36	1.15	90	0
20130322T180000	-16.19	67.12	1.22	110.3	0
20130322T190000	-17.18	72.75	1.89	110.1	0
20130322T200000	-17.25	76.45	1.52	81.2	0
20130322T210000	-16.48	75.7	0.62	88.9	0
20130322T220000	-16.28	76.5	0.51	97.81	0
20130322T230000	-17.7	78.5	1.57	150.25	0
20130323T000000	-17.12	77.15	0.62	182.36	0
20130323T010000	-17.23	75.55	1.69	64.28	0
20130323T020000	-18.14	74.8	1.71	85.25	0
20130323T030000	-18.16	73.15	1.78	93	0
20130323T040000	-18.02	70.16	1.42	99.2	0
20130323T050000	-17.84	68.59	1.91	134.2	0
20130323T060000	-17.35	65.68	1.88	128.05	0
20130323T070000	-19.07	71.05	3.03	119.95	0
20130323T080000	-18.34	69.94	2.57	128.85	0
20130323T090000	-18.37	65.48	1.11	106.1	0
20130323T100000	-18.3	66.23	2.27	123.4	0
20130323T110000	-17.78	65.94	2.05	128.45	0
20130323T120000	-16.63	62.02	1.48	107.8	0
20130323T130000	-16.41	64.24	1.63	104.2	0
20130323T140000	-16.11	67.22	2.17	95.15	0
20130323T150000	-15.45	68.77	3.04	89.2	0
20130323T160000	-13.7	66.12	2.15	68.75	0
20130323T170000	-12.89	67.48	2.3	73.46	0
20130323T180000	-12.73	71.13	2.93	101.75	0
20130323T190000	-13.57	77.4	3.5	134.3	0
20130323T200000	-13.68	78.7	1.33	65.73	0
20130323T210000	-12.32	77.05	1.04	63.5	0
20130323T220000	-11.6	78.75	1.81	257.75	0
20130323T230000	-11.3	87.55	4.7	295.8	0
20130324T000000	-11.04	95	5.36	286.1	0
20130324T010000	-11.17	95	4.26	304.1	0
20130324T020000	-12.97	95	8.26	309.6	0
20130324T030000	-15.08	94.15	10.07	307.3	0.55
20130324T040000	-16.2	87.1	8.15	311.45	0
20130324T050000	-17.52	82.05	5.04	317.85	0
20130324T060000	-17.41	83.1	1.99	59.2	0
20130324T070000	-17.94	83.85	1.69	156.3	0
20130324T080000	-19.46	82.7	1.52	155.05	0
20130324T090000	-17.82	72.56	1.12	143.95	0
20130324T100000	-15.81	62.17	0.66	110.2	0
20130324T110000	-17.95	68.88	1.96	116.95	0
20130324T120000	-18.64	74.85	3.12	120.5	0
20130324T130000	-17.37	72.65	2.96	117.9	0
20130324T140000	-16.1	70.5	3.37	127	0
20130324T150000	-14.87	68.44	2.14	100	0
20130324T160000	-14.82	69.56	2.33	103.5	0
20130324T170000	-15.04	71.6	2.15	95.25	0
20130324T180000	-14.75	74.35	1.3	109.6	0
20130324T190000	-15.12	82.3	2.05	112.4	0
20130324T200000	-14.89	82.2	1.35	55.66	0
20130324T210000	-16.63	86.75	2.63	173.97	0
20130324T220000	-17.37	90.6	2.12	320	0
20130324T230000	-17.76	91.75	1.59	287.6	0
20130325T000000	-19.25	91.75	2.81	314.9	0
20130325T010000	-20.13	93.55	2.71	328.5	0
20130325T020000	-20.56	94.5	2.09	298.95	0
20130325T030000	-20.93	94.65	3.68	319.15	0
20130325T040000	-20.64	94.05	3.49	336.35	0
20130325T050000	-21.44	92.6	3.28	338.65	0
20130325T060000	-21.81	92.9	4.11	337.35	0
20130325T070000	-21.34	92.4	3.63	342.65	0
20130325T080000	-21.12	92.45	3.88	331.7	0
20130325T090000	-20.39	91.7	2.76	313.6	0
20130325T100000	-20.05	88.8	3.46	328.15	0
20130325T110000	-19.69	88.25	4.08	330.95	0
20130325T120000	-18.42	83.8	2.12	281	0
20130325T130000	-17.47	82.85	1.8	299.8	0
20130325T140000	-17.21	86.55	3.8	283.75	0
20130325T150000	-15.1	78.35	1.98	167.69	0
20130325T160000	-15.5	78.5	2.19	296.65	0
20130325T170000	-15.72	80.25	1.02	75.09	0
20130325T180000	-16.59	80.4	1.43	271.75	0
20130325T190000	-18.6	92.5	3.4	294.45	0
20130325T200000	-18.09	94.7	3.17	289.65	0
20130325T210000	-17.17	95	3.21	291.6	0
20130325T220000	-16.98	95	2.91	298.65	0
20130325T230000	-17.19	95	3.11	316.1	0
20130326T000000	-17.32	95	2.16	302.6	0
20130326T010000	-17.38	95	3	302.95	0
20130326T020000	-17.02	95	4.14	294.55	0
20130326T030000	-17.12	95	3.67	292.65	0
20130326T040000	-16.21	95	3.74	300.85	0
20130326T050000	-15.78	95	4.07	303.55	0
20130326T060000	-15.55	95	4.13	304.5	0
20130326T070000	-15.72	95	5.7	314.9	0
20130326T080000	-16.21	95	5.62	303.9	0
20130326T090000	-16.35	95	6.56	300	0
20130326T100000	-15.91	93.7	8.23	298.85	0
20130326T110000	-16.01	93.4	8.19	298.6	0
20130326T120000	-16.14	93.6	8.88	295.6	0
20130326T130000	-16.61	94	9.7	293.95	0
20130326T140000	-16.68	93.65	9.89	294.35	0
20130326T150000	-16.93	93.6	9.03	301.25	0
20130326T160000	-17.09	93.9	8.32	302.95	0
20130326T170000	-17.29	94.3	7.46	304.5	0
20130326T180000	-17.51	94.35	7.3	299.3	0.41
20130326T190000	-17.56	94.8	7.13	304.25	0.33
20130326T200000	-17.43	95	6.6	308.95	0
20130326T210000	-17.53	94.8	5.66	305.8	0
20130326T220000	-17.84	94.6	3.96	287.1	0.59
20130326T230000	-18.21	93.85	5.01	284.15	0
20130327T000000	-18.58	93.55	5.47	280.9	0.41
20130327T010000	-18.82	93.15	5.25	278.85	0.19
20130327T020000	-19.02	92.7	4.85	279.35	0
20130327T030000	-19.39	92.45	4.22	274.8	0.24
20130327T040000	-19.18	92.45	4.2	269.2	0.17
20130327T050000	-19.19	92.35	4.46	266.4	0.17
20130327T060000	-19.2	92.85	4.49	260.85	0.23
20130327T070000	-19.27	92.95	4.23	255.7	0.41
20130327T080000	-19.46	92.35	4.31	250.8	0.24
20130327T090000	-19.19	92.05	4.55	255.15	0
20130327T100000	-18.74	91.7	4.05	257.75	0.25
20130327T110000	-18.29	90.9	3.3	255.5	0.22
20130327T120000	-17.77	89.4	3.16	249	0
20130327T130000	-17.5	88.4	3.07	235.05	0.16
20130327T140000	-17.45	88.45	3.27	219.2	0
20130327T150000	-17.05	88.3	2.59	232.95	0.34
20130327T160000	-16.75	88.1	1.75	223.7	0
20130327T170000	-16.87	87.25	1.25	253.3	0
20130327T180000	-17.62	87.3	0.99	260.9	0
20130327T190000	-20.29	90.25	1.51	297.8	0
20130327T200000	-20.99	93.65	0.12	299.5	0
20130327T210000	-23.12	90.9	0.82	241.9	0
20130327T220000	-23.52	91.4	1.18	245.6	0
20130327T230000	-23.29	91.3	2.03	254.2	0
20130328T000000	-22.88	91.1	1.9	249.95	0
20130328T010000	-22.46	91.4	2.56	256.35	0
20130328T020000	-22.88	90.65	2.68	258.5	0
20130328T030000	-23.32	90.35	2.61	257.25	0
20130328T040000	-23.06	90.4	2.93	252.5	0
20130328T050000	-22.24	91.5	2.54	254.1	0
20130328T060000	-20.67	92.2	2.85	242.95	0
20130328T070000	-19.06	89.8	3.58	214.8	0
20130328T080000	-19.27	87.6	3.01	229.3	0
20130328T090000	-21.37	84.9	1.83	271.85	0
20130328T100000	-22.04	82.7	1.65	268.05	0
20130328T110000	-21.1	81.2	1.21	311.55	0
20130328T120000	-19.79	76.4	0.48	276	0
20130328T130000	-15.6	73.05	0.13	158.59	0
20130328T140000	-13.49	65.05	0.14	78.05	0
20130328T150000	-16.56	67.93	0.92	23.8	0
20130328T160000	-17.61	69.86	0.59	294.5	0
20130328T170000	-18.82	73.4	1.03	300.7	0
20130328T180000	-19.95	76.65	0.88	283.65	0
20130328T190000	-20.26	80	0.28	164.58	0
20130328T200000	-22.5	87.85	0.18	163.8	0
20130328T210000	-23.79	91.65	0.12	171.75	0
20130328T220000	-25.14	90.75	0.55	290.55	0
20130328T230000	-25.61	89.15	0.46	281.55	0
20130329T000000	-26.19	88.55	0.35	275.35	0
20130329T010000	-25.8	87.85	0.16	311	0
20130329T020000	-24.61	89.5	1.25	40.92	0
20130329T030000	-27.05	86.45	0.78	275.2	0
20130329T040000	-26.11	87.4	0.32	313.8	0
20130329T050000	-25.82	87.85	0.81	170.01	0
20130329T060000	-27.23	85.75	0.07	180.85	0
20130329T070000	-26.35	87.1	0.03	257.2	0
20130329T080000	-24.41	87.2	0.33	156.06	0
20130329T090000	-23.88	84.6	0.19	59.66	0
20130329T100000	-22.02	84.7	0.14	115.19	0
20130329T110000	-20.06	85.2	0.63	66.28	0
20130329T120000	-19.12	82.65	0.48	74.8	0
20130329T130000	-20.38	80.1	1.29	87.6	0
20130329T140000	-18.42	78.65	1.06	79.6	0
20130329T150000	-18.37	77.45	1.84	92.75	0
20130329T160000	-18.5	75.05	2.6	104.25	0
20130329T170000	-18.11	71.85	2.15	96.35	0
20130329T180000	-16.85	68.22	1.23	67.44	0
20130329T190000	-15.66	65.11	1.15	110.85	0
20130329T200000	-17.58	73.45	1.62	112.65	0
20130329T210000	-17.06	78.75	1.61	113	0
20130329T220000	-15.75	77.5	1.24	96.55	0
20130329T230000	-16.2	79.7	1.3	97.8	0
20130330T000000	-15.77	79.25	1.1	97.8	0
20130330T010000	-14.79	75.35	1.65	81.9	0
20130330T020000	-14.84	75.05	1.68	98.75	0
20130330T030000	-14.59	75.2	1.64	80.65	0
20130330T040000	-14.81	75.8	1.48	100.7	0
20130330T050000	-17.13	82.85	1.12	101.85	0
20130330T060000	-17.42	87.05	0.79	120.45	0
20130330T070000	-17.88	86.65	1	45.7	0
20130330T080000	-18.07	85.45	0.26	163.61	0
20130330T090000	-17.75	82.85	0.86	288.9	0
20130330T100000	-17.07	83.35	1.97	276.75	0
20130330T110000	-13.94	77.3	1.49	277.8	0
20130330T120000	-11.48	75.5	2.72	276	0
20130330T130000	-12.7	86.6	4.45	285.65	0
20130330T140000	-14.46	87.9	5.97	283.2	0
20130330T150000	-15.3	87.05	6.36	277.45	0
20130330T160000	-15.27	87.35	5.72	270.25	0
20130330T170000	-15.46	86.7	6.4	283.1	0
20130330T180000	-16.73	84.85	5.48	266.5	0
20130330T190000	-17.57	85.35	4.97	267.75	0
20130330T200000	-19.12	88.05	5.56	274.55	0
20130330T210000	-20.93	90.65	4.69	256	0
20130330T220000	-21.27	91.55	5.78	263.25	0
20130330T230000	-21.12	91.9	6.31	261.75	0
20130331T000000	-20.5	92.5	4.43	259.6	0
20130331T010000	-21.39	91.3	4.37	258.3	0
20130331T020000	-21.27	91.65	3.79	261.65	0
20130331T030000	-20.71	92.35	5.45	258.45	0
20130331T040000	-20.38	92.3	3.28	260.2	0
20130331T050000	-21.73	91.2	4.21	273.35	0
20130331T060000	-21.79	91.15	3.75	267.6	0
20130331T070000	-22.73	90.35	2.47	257.5	0
20130331T080000	-22.34	89.2	2.4	266.35	0
20130331T090000	-21.43	88.1	2.35	258.35	0
20130331T100000	-19.74	87.65	2.32	260.45	0
20130331T110000	-19.19	85.95	2.32	255.6	0
20130331T120000	-18.27	84.9	2.13	259.8	0
20130331T130000	-16.73	82.35	1.58	255.8	0
20130331T140000	-14.88	79.5	0.71	131.5	0
20130331T150000	-15.38	75.45	1.34	211.55	0
20130331T160000	-16	80	1.73	261.95	0
20130331T170000	-15.42	80.45	1.29	275.7	0
20130331T180000	-14.68	76.4	0.29	162.19	0
20130331T190000	-17.26	85.15	1.17	146.31	0
20130331T200000	-21.31	92.65	2.52	10.71	0
20130331T210000	-23.34	92.3	2.24	175.47	0
20130331T220000	-23.9	90.3	1.98	308.35	0
20130331T230000	-24.37	88.55	2.31	311.05	0
20130401T000000	-22.78	90.4	2.93	338.65	0
20130401T010000	-21.27	91.75	2.17	341.4	0
20130401T020000	-20.32	92.6	1.71	345.15	0
20130401T030000	-19.87	93	1.69	343.6	0
20130401T040000	-19.66	93.15	1.53	324.35	0
20130401T050000	-19.27	93.75	1.6	317.95	0
20130401T060000	-18.77	94.2	1.78	323.7	0
20130401T070000	-18.66	94.15	2.31	346.8	0
20130401T080000	-18.67	94.05	2.62	336.05	0
20130401T090000	-18.24	94.2	2.56	340.95	0
20130401T100000	-17.83	94.1	2.44	345.7	0
20130401T110000	-17.46	93.95	3.15	179.19	0
20130401T120000	-17.3	93.6	3.47	17.37	0
20130401T130000	-17.23	92.3	3.55	20.48	0
20130401T140000	-17.72	90.65	3.84	19.16	0
20130401T150000	-18.69	87.4	3.87	184.83	0
20130401T160000	-18.35	85.55	3.41	346.35	0
20130401T170000	-18.49	89.6	3.24	181.1	0
20130401T180000	-19.29	91.05	3.95	20.59	0
20130401T190000	-20.18	91.3	3.35	6.13	0
20130401T200000	-21.41	90.65	3.47	176.3	0
20130401T210000	-22.2	90.85	3.57	177.05	0.46
20130401T220000	-23.53	88.55	3.17	350.9	0
20130401T230000	-23.3	90.6	3.38	14.95	0
20130402T000000	-23.31	89.05	2.71	17.91	0
20130402T010000	-24.36	89.2	1.52	35.22	0
20130402T020000	-24.87	88.1	1.98	37.27	0
20130402T030000	-24.32	88.75	1.22	191.45	0
20130402T040000	-24.4	88.65	2.93	347.2	0
20130402T050000	-23.63	88.95	2.89	349.9	0
20130402T060000	-23.52	89.15	2.42	341.45	0
20130402T070000	-23.55	89.05	2.38	323.45	0
20130402T080000	-22.64	89.75	2.58	325.75	0
20130402T090000	-21.29	89.85	2.81	327.8	0
20130402T100000	-20.76	88.2	3.46	327	0
20130402T110000	-20.07	87.1	4.07	325.3	0
20130402T120000	-19.63	85.4	3.76	310.3	0
20130402T130000	-19.17	84.95	4.77	323.25	0
20130402T140000	-18.91	80.55	3.33	317.1	0
20130402T150000	-18.81	79.85	3.49	338.2	0
20130402T160000	-19.41	79.35	2.75	302.15	0
20130402T170000	-19.62	78.25	2.67	300.5	0
20130402T180000	-21.35	79.25	2.83	292.05	0
20130402T190000	-23.32	80.4	3.99	298.9	0
20130402T200000	-25.18	82.75	4.39	285.5	0
20130402T210000	-25.89	85.75	5.56	279.05	0
20130402T220000	-26.2	86	4.54	273.9	0
20130402T230000	-25.05	87.2	5.42	287.45	0
20130403T000000	-24.83	87.4	3.94	270	0
20130403T010000	-24.41	88	5.28	287	0
20130403T020000	-24.53	87.65	5.37	298.5	0
20130403T030000	-25.41	86.5	5.24	302.35	0
20130403T040000	-25.92	86.35	6.15	312.4	0
20130403T050000	-25.48	86.65	6.04	307.05	0
20130403T060000	-25.8	86.25	5.79	305.3	0
20130403T070000	-25.94	86.05	6.23	313.7	0
20130403T080000	-25.88	85.75	4.6	310	0
20130403T090000	-25.25	84.85	4.45	314.9	0
20130403T100000	-24.62	82.5	5.26	316.7	0
20130403T110000	-24.1	79.65	6.92	316.5	0
20130403T120000	-23.38	79.5	6.35	323.05	0
20130403T130000	-23.27	79.9	6.95	323.05	0
20130403T140000	-22.08	77.35	6.2	323.85	0
20130403T150000	-21.53	77.35	6.07	324.65	0
20130403T160000	-21.79	79.1	6.17	316.75	0
20130403T170000	-22.07	80.1	5.15	312.6	0
20130403T180000	-22.79	79.9	3.9	293.05	0
20130403T190000	-23.91	80.9	4.04	294	0
20130403T200000	-25.71	82.65	4.18	303.85	0
20130403T210000	-27.33	84.15	3.96	290.6	0
20130403T220000	-25.84	86.6	3.8	285.55	0
20130403T230000	-25.22	87.2	4.8	279.2	0
20130404T000000	-23.59	88.6	4.2	280	0
20130404T010000	-23.32	88.75	3.79	276.5	0
20130404T020000	-23.39	88.75	4.12	267.5	0
20130404T030000	-22.87	89.6	5.01	283.15	0
20130404T040000	-22.03	90.2	6.2	275.85	0
20130404T050000	-22.13	90.1	6.13	286.85	0
20130404T060000	-22.34	90.05	7.67	298.2	0.36
20130404T070000	-22.87	89.35	7.36	296.9	0
20130404T080000	-23.09	88.75	6.25	297.5	0
20130404T090000	-23.23	88.1	6.66	304.3	0
20130404T100000	-23.12	86.15	7.64	309.25	0
20130404T110000	-23.26	84.8	7	306.4	0
